Dealer_Up,Drawn_Cards,Num_of_Hits,Did_YOU_Win
10 of Hearts,"['10 of Hearts', '3 of Diamonds', '6 of Hearts', '5 of Spades', '8 of Clubs', '6 of Diamonds', '5 of Clubs', '6 of Clubs', 'Jack of Clubs', '3 of Hearts', 'Queen of Spades', '3 of Clubs', '3 of Spades', '2 of Hearts']",22,0
10 of Hearts,"['10 of Hearts', '3 of Diamonds', '6 of Hearts', '5 of Spades', '8 of Clubs', '6 of Diamonds', '5 of Clubs', '6 of Clubs', 'Jack of Clubs', '3 of Hearts', 'Queen of Spades', '3 of Clubs', '3 of Spades', '2 of Hearts', 'King of Spades']",0,0
10 of Hearts,"['10 of Hearts', '3 of Diamonds', '6 of Hearts', '5 of Spades', '8 of Clubs', '6 of Diamonds', '5 of Clubs', '6 of Clubs', 'Jack of Clubs', '3 of Hearts', 'Queen of Spades', '3 of Clubs', '3 of Spades', '2 of Hearts', 'King of Spades']",10,0
10 of Hearts,"['10 of Hearts', '3 of Diamonds', '6 of Hearts', '5 of Spades', '8 of Clubs', '6 of Diamonds', '5 of Clubs', '6 of Clubs', 'Jack of Clubs', '3 of Hearts', 'Queen of Spades', '3 of Clubs', '3 of Spades', '2 of Hearts', 'King of Spades']",0,0
2 of Spades,"['2 of Spades', 'Ace of Hearts', '3 of Diamonds', '10 of Hearts', '10 of Spades', '4 of Diamonds', '7 of Diamonds', '8 of Clubs', '9 of Spades', 'Queen of Diamonds', '7 of Hearts']",39,0
2 of Spades,"['2 of Spades', 'Ace of Hearts', '3 of Diamonds', '10 of Hearts', '10 of Spades', '4 of Diamonds', '7 of Diamonds', '8 of Clubs', '9 of Spades', 'Queen of Diamonds', '7 of Hearts', '9 of Hearts', '3 of Spades', 'Queen of Clubs']",24,0
2 of Spades,"['2 of Spades', 'Ace of Hearts', '3 of Diamonds', '10 of Hearts', '10 of Spades', '4 of Diamonds', '7 of Diamonds', '8 of Clubs', '9 of Spades', 'Queen of Diamonds', '7 of Hearts', '9 of Hearts', '3 of Spades', 'Queen of Clubs', '4 of Spades', '6 of Diamonds']",0,0
2 of Spades,"['2 of Spades', 'Ace of Hearts', '3 of Diamonds', '10 of Hearts', '10 of Spades', '4 of Diamonds', '7 of Diamonds', '8 of Clubs', '9 of Spades', 'Queen of Diamonds', '7 of Hearts', '9 of Hearts', '3 of Spades', 'Queen of Clubs', '4 of Spades', '6 of Diamonds']",10,0
2 of Spades,"['2 of Spades', 'Ace of Hearts', '3 of Diamonds', '10 of Hearts', '10 of Spades', '4 of Diamonds', '7 of Diamonds', '8 of Clubs', '9 of Spades', 'Queen of Diamonds', '7 of Hearts', '9 of Hearts', '3 of Spades', 'Queen of Clubs', '4 of Spades', '6 of Diamonds']",0,0
Jack of Clubs,"['Jack of Clubs', '6 of Diamonds', '7 of Hearts', '3 of Diamonds', '4 of Clubs', '6 of Spades', '2 of Clubs', 'King of Diamonds', '7 of Spades', '5 of Clubs', 'Jack of Diamonds']",40,0
Jack of Clubs,"['Jack of Clubs', '6 of Diamonds', '7 of Hearts', '3 of Diamonds', '4 of Clubs', '6 of Spades', '2 of Clubs', 'King of Diamonds', '7 of Spades', '5 of Clubs', 'Jack of Diamonds', '9 of Spades']",25,0
Jack of Clubs,"['Jack of Clubs', '6 of Diamonds', '7 of Hearts', '3 of Diamonds', '4 of Clubs', '6 of Spades', '2 of Clubs', 'King of Diamonds', '7 of Spades', '5 of Clubs', 'Jack of Diamonds', '9 of Spades', 'Queen of Spades']",0,0
Jack of Clubs,"['Jack of Clubs', '6 of Diamonds', '7 of Hearts', '3 of Diamonds', '4 of Clubs', '6 of Spades', '2 of Clubs', 'King of Diamonds', '7 of Spades', '5 of Clubs', 'Jack of Diamonds', '9 of Spades', 'Queen of Spades']",10,0
Jack of Clubs,"['Jack of Clubs', '6 of Diamonds', '7 of Hearts', '3 of Diamonds', '4 of Clubs', '6 of Spades', '2 of Clubs', 'King of Diamonds', '7 of Spades', '5 of Clubs', 'Jack of Diamonds', '9 of Spades', 'Queen of Spades']",0,0
10 of Hearts,"['10 of Hearts', '2 of Clubs', '5 of Diamonds', '9 of Hearts', '7 of Diamonds', '3 of Hearts', '6 of Diamonds', '7 of Spades', '9 of Diamonds', '8 of Spades', 'Jack of Hearts']",42,1
10 of Hearts,"['10 of Hearts', '2 of Clubs', '5 of Diamonds', '9 of Hearts', '7 of Diamonds', '3 of Hearts', '6 of Diamonds', '7 of Spades', '9 of Diamonds', '8 of Spades', 'Jack of Hearts', '2 of Diamonds', 'Queen of Clubs']",26,0
10 of Hearts,"['10 of Hearts', '2 of Clubs', '5 of Diamonds', '9 of Hearts', '7 of Diamonds', '3 of Hearts', '6 of Diamonds', '7 of Spades', '9 of Diamonds', '8 of Spades', 'Jack of Hearts', '2 of Diamonds', 'Queen of Clubs', 'Ace of Clubs']",0,0
10 of Hearts,"['10 of Hearts', '2 of Clubs', '5 of Diamonds', '9 of Hearts', '7 of Diamonds', '3 of Hearts', '6 of Diamonds', '7 of Spades', '9 of Diamonds', '8 of Spades', 'Jack of Hearts', '2 of Diamonds', 'Queen of Clubs', 'Ace of Clubs']",11,0
10 of Hearts,"['10 of Hearts', '2 of Clubs', '5 of Diamonds', '9 of Hearts', '7 of Diamonds', '3 of Hearts', '6 of Diamonds', '7 of Spades', '9 of Diamonds', '8 of Spades', 'Jack of Hearts', '2 of Diamonds', 'Queen of Clubs', 'Ace of Clubs', 'Jack of Spades']",0,0
Ace of Diamonds,"['Ace of Diamonds', '2 of Spades', 'Queen of Clubs', '2 of Clubs', '10 of Spades', '9 of Spades', '10 of Clubs', '5 of Diamonds', '7 of Spades', '3 of Diamonds', 'King of Spades']",43,0
Ace of Diamonds,"['Ace of Diamonds', '2 of Spades', 'Queen of Clubs', '2 of Clubs', '10 of Spades', '9 of Spades', '10 of Clubs', '5 of Diamonds', '7 of Spades', '3 of Diamonds', 'King of Spades', 'Jack of Spades']",27,0
Ace of Diamonds,"['Ace of Diamonds', '2 of Spades', 'Queen of Clubs', '2 of Clubs', '10 of Spades', '9 of Spades', '10 of Clubs', '5 of Diamonds', '7 of Spades', '3 of Diamonds', 'King of Spades', 'Jack of Spades', 'King of Diamonds']",0,1
Ace of Diamonds,"['Ace of Diamonds', '2 of Spades', 'Queen of Clubs', '2 of Clubs', '10 of Spades', '9 of Spades', '10 of Clubs', '5 of Diamonds', '7 of Spades', '3 of Diamonds', 'King of Spades', 'Jack of Spades', 'King of Diamonds']",12,1
Ace of Diamonds,"['Ace of Diamonds', '2 of Spades', 'Queen of Clubs', '2 of Clubs', '10 of Spades', '9 of Spades', '10 of Clubs', '5 of Diamonds', '7 of Spades', '3 of Diamonds', 'King of Spades', 'Jack of Spades', 'King of Diamonds', '6 of Hearts']",0,0
5 of Diamonds,"['5 of Diamonds', '9 of Hearts', 'King of Diamonds', 'King of Hearts', '5 of Spades', '7 of Diamonds', '2 of Hearts', 'Ace of Diamonds', 'Queen of Spades', 'Ace of Hearts', '2 of Diamonds']",43,1
5 of Diamonds,"['5 of Diamonds', '9 of Hearts', 'King of Diamonds', 'King of Hearts', '5 of Spades', '7 of Diamonds', '2 of Hearts', 'Ace of Diamonds', 'Queen of Spades', 'Ace of Hearts', '2 of Diamonds']",27,0
5 of Diamonds,"['5 of Diamonds', '9 of Hearts', 'King of Diamonds', 'King of Hearts', '5 of Spades', '7 of Diamonds', '2 of Hearts', 'Ace of Diamonds', 'Queen of Spades', 'Ace of Hearts', '2 of Diamonds']",0,0
5 of Diamonds,"['5 of Diamonds', '9 of Hearts', 'King of Diamonds', 'King of Hearts', '5 of Spades', '7 of Diamonds', '2 of Hearts', 'Ace of Diamonds', 'Queen of Spades', 'Ace of Hearts', '2 of Diamonds']",12,0
5 of Diamonds,"['5 of Diamonds', '9 of Hearts', 'King of Diamonds', 'King of Hearts', '5 of Spades', '7 of Diamonds', '2 of Hearts', 'Ace of Diamonds', 'Queen of Spades', 'Ace of Hearts', '2 of Diamonds']",0,0
5 of Spades,"['5 of Spades', 'Ace of Spades', '4 of Clubs', 'King of Hearts', 'Jack of Diamonds', '8 of Diamonds', '10 of Diamonds', 'Jack of Hearts', '6 of Spades', 'Queen of Clubs', 'King of Diamonds']",45,1
5 of Spades,"['5 of Spades', 'Ace of Spades', '4 of Clubs', 'King of Hearts', 'Jack of Diamonds', '8 of Diamonds', '10 of Diamonds', 'Jack of Hearts', '6 of Spades', 'Queen of Clubs', 'King of Diamonds', '7 of Hearts', '7 of Diamonds']",27,1
5 of Spades,"['5 of Spades', 'Ace of Spades', '4 of Clubs', 'King of Hearts', 'Jack of Diamonds', '8 of Diamonds', '10 of Diamonds', 'Jack of Hearts', '6 of Spades', 'Queen of Clubs', 'King of Diamonds', '7 of Hearts', '7 of Diamonds']",0,1
5 of Spades,"['5 of Spades', 'Ace of Spades', '4 of Clubs', 'King of Hearts', 'Jack of Diamonds', '8 of Diamonds', '10 of Diamonds', 'Jack of Hearts', '6 of Spades', 'Queen of Clubs', 'King of Diamonds', '7 of Hearts', '7 of Diamonds']",12,1
5 of Spades,"['5 of Spades', 'Ace of Spades', '4 of Clubs', 'King of Hearts', 'Jack of Diamonds', '8 of Diamonds', '10 of Diamonds', 'Jack of Hearts', '6 of Spades', 'Queen of Clubs', 'King of Diamonds', '7 of Hearts', '7 of Diamonds']",0,1
3 of Spades,"['3 of Spades', '5 of Clubs', '7 of Clubs', 'Queen of Hearts', 'Queen of Clubs', 'King of Spades', '5 of Hearts', '5 of Spades', 'Jack of Spades', 'Queen of Spades', '9 of Clubs']",47,1
3 of Spades,"['3 of Spades', '5 of Clubs', '7 of Clubs', 'Queen of Hearts', 'Queen of Clubs', 'King of Spades', '5 of Hearts', '5 of Spades', 'Jack of Spades', 'Queen of Spades', '9 of Clubs', '2 of Clubs', '7 of Spades']",29,1
3 of Spades,"['3 of Spades', '5 of Clubs', '7 of Clubs', 'Queen of Hearts', 'Queen of Clubs', 'King of Spades', '5 of Hearts', '5 of Spades', 'Jack of Spades', 'Queen of Spades', '9 of Clubs', '2 of Clubs', '7 of Spades', 'Jack of Clubs', '8 of Spades']",0,1
3 of Spades,"['3 of Spades', '5 of Clubs', '7 of Clubs', 'Queen of Hearts', 'Queen of Clubs', 'King of Spades', '5 of Hearts', '5 of Spades', 'Jack of Spades', 'Queen of Spades', '9 of Clubs', '2 of Clubs', '7 of Spades', 'Jack of Clubs', '8 of Spades']",12,1
3 of Spades,"['3 of Spades', '5 of Clubs', '7 of Clubs', 'Queen of Hearts', 'Queen of Clubs', 'King of Spades', '5 of Hearts', '5 of Spades', 'Jack of Spades', 'Queen of Spades', '9 of Clubs', '2 of Clubs', '7 of Spades', 'Jack of Clubs', '8 of Spades']",0,1
King of Clubs,"['King of Clubs', 'Queen of Spades', '8 of Clubs', '8 of Hearts', 'Ace of Spades', '6 of Hearts', '10 of Spades', '3 of Hearts', '10 of Clubs', 'Jack of Clubs', '4 of Diamonds']",47,0
King of Clubs,"['King of Clubs', 'Queen of Spades', '8 of Clubs', '8 of Hearts', 'Ace of Spades', '6 of Hearts', '10 of Spades', '3 of Hearts', '10 of Clubs', 'Jack of Clubs', '4 of Diamonds']",31,0
King of Clubs,"['King of Clubs', 'Queen of Spades', '8 of Clubs', '8 of Hearts', 'Ace of Spades', '6 of Hearts', '10 of Spades', '3 of Hearts', '10 of Clubs', 'Jack of Clubs', '4 of Diamonds', '3 of Spades', 'King of Spades']",0,0
King of Clubs,"['King of Clubs', 'Queen of Spades', '8 of Clubs', '8 of Hearts', 'Ace of Spades', '6 of Hearts', '10 of Spades', '3 of Hearts', '10 of Clubs', 'Jack of Clubs', '4 of Diamonds', '3 of Spades', 'King of Spades']",12,0
King of Clubs,"['King of Clubs', 'Queen of Spades', '8 of Clubs', '8 of Hearts', 'Ace of Spades', '6 of Hearts', '10 of Spades', '3 of Hearts', '10 of Clubs', 'Jack of Clubs', '4 of Diamonds', '3 of Spades', 'King of Spades']",0,0
3 of Clubs,"['3 of Clubs', 'King of Spades', '4 of Hearts', '4 of Clubs', '6 of Spades', '3 of Spades', '6 of Clubs', '8 of Hearts', '2 of Hearts', '6 of Hearts', 'Queen of Hearts']",48,0
3 of Clubs,"['3 of Clubs', 'King of Spades', '4 of Hearts', '4 of Clubs', '6 of Spades', '3 of Spades', '6 of Clubs', '8 of Hearts', '2 of Hearts', '6 of Hearts', 'Queen of Hearts', '9 of Hearts']",33,0
3 of Clubs,"['3 of Clubs', 'King of Spades', '4 of Hearts', '4 of Clubs', '6 of Spades', '3 of Spades', '6 of Clubs', '8 of Hearts', '2 of Hearts', '6 of Hearts', 'Queen of Hearts', '9 of Hearts', '2 of Diamonds', '5 of Clubs']",0,0
3 of Clubs,"['3 of Clubs', 'King of Spades', '4 of Hearts', '4 of Clubs', '6 of Spades', '3 of Spades', '6 of Clubs', '8 of Hearts', '2 of Hearts', '6 of Hearts', 'Queen of Hearts', '9 of Hearts', '2 of Diamonds', '5 of Clubs']",12,0
3 of Clubs,"['3 of Clubs', 'King of Spades', '4 of Hearts', '4 of Clubs', '6 of Spades', '3 of Spades', '6 of Clubs', '8 of Hearts', '2 of Hearts', '6 of Hearts', 'Queen of Hearts', '9 of Hearts', '2 of Diamonds', '5 of Clubs']",0,0
Ace of Diamonds,"['Ace of Diamonds', '9 of Hearts', '8 of Hearts', '10 of Diamonds', '8 of Diamonds', '5 of Clubs', '9 of Spades', 'Queen of Clubs', '7 of Diamonds', '6 of Diamonds', 'Jack of Clubs']",48,1
Ace of Diamonds,"['Ace of Diamonds', '9 of Hearts', '8 of Hearts', '10 of Diamonds', '8 of Diamonds', '5 of Clubs', '9 of Spades', 'Queen of Clubs', '7 of Diamonds', '6 of Diamonds', 'Jack of Clubs']",33,1
Ace of Diamonds,"['Ace of Diamonds', '9 of Hearts', '8 of Hearts', '10 of Diamonds', '8 of Diamonds', '5 of Clubs', '9 of Spades', 'Queen of Clubs', '7 of Diamonds', '6 of Diamonds', 'Jack of Clubs']",0,1
Ace of Diamonds,"['Ace of Diamonds', '9 of Hearts', '8 of Hearts', '10 of Diamonds', '8 of Diamonds', '5 of Clubs', '9 of Spades', 'Queen of Clubs', '7 of Diamonds', '6 of Diamonds', 'Jack of Clubs']",12,1
Ace of Diamonds,"['Ace of Diamonds', '9 of Hearts', '8 of Hearts', '10 of Diamonds', '8 of Diamonds', '5 of Clubs', '9 of Spades', 'Queen of Clubs', '7 of Diamonds', '6 of Diamonds', 'Jack of Clubs']",0,1
4 of Spades,"['4 of Spades', '7 of Spades', 'King of Hearts', 'Queen of Hearts', '3 of Spades', '5 of Spades', '5 of Hearts', '10 of Clubs', '9 of Hearts', '4 of Hearts', '8 of Diamonds']",48,0
4 of Spades,"['4 of Spades', '7 of Spades', 'King of Hearts', 'Queen of Hearts', '3 of Spades', '5 of Spades', '5 of Hearts', '10 of Clubs', '9 of Hearts', '4 of Hearts', '8 of Diamonds']",33,0
4 of Spades,"['4 of Spades', '7 of Spades', 'King of Hearts', 'Queen of Hearts', '3 of Spades', '5 of Spades', '5 of Hearts', '10 of Clubs', '9 of Hearts', '4 of Hearts', '8 of Diamonds']",0,0
4 of Spades,"['4 of Spades', '7 of Spades', 'King of Hearts', 'Queen of Hearts', '3 of Spades', '5 of Spades', '5 of Hearts', '10 of Clubs', '9 of Hearts', '4 of Hearts', '8 of Diamonds']",12,1
4 of Spades,"['4 of Spades', '7 of Spades', 'King of Hearts', 'Queen of Hearts', '3 of Spades', '5 of Spades', '5 of Hearts', '10 of Clubs', '9 of Hearts', '4 of Hearts', '8 of Diamonds']",0,0
King of Hearts,"['King of Hearts', '3 of Diamonds', '4 of Hearts', '6 of Clubs', 'King of Clubs', '8 of Hearts', '4 of Clubs', '5 of Spades', '3 of Spades', '5 of Hearts', '10 of Hearts']",49,0
King of Hearts,"['King of Hearts', '3 of Diamonds', '4 of Hearts', '6 of Clubs', 'King of Clubs', '8 of Hearts', '4 of Clubs', '5 of Spades', '3 of Spades', '5 of Hearts', '10 of Hearts', 'Jack of Hearts']",34,0
King of Hearts,"['King of Hearts', '3 of Diamonds', '4 of Hearts', '6 of Clubs', 'King of Clubs', '8 of Hearts', '4 of Clubs', '5 of Spades', '3 of Spades', '5 of Hearts', '10 of Hearts', 'Jack of Hearts', '10 of Spades']",0,0
King of Hearts,"['King of Hearts', '3 of Diamonds', '4 of Hearts', '6 of Clubs', 'King of Clubs', '8 of Hearts', '4 of Clubs', '5 of Spades', '3 of Spades', '5 of Hearts', '10 of Hearts', 'Jack of Hearts', '10 of Spades']",12,0
King of Hearts,"['King of Hearts', '3 of Diamonds', '4 of Hearts', '6 of Clubs', 'King of Clubs', '8 of Hearts', '4 of Clubs', '5 of Spades', '3 of Spades', '5 of Hearts', '10 of Hearts', 'Jack of Hearts', '10 of Spades']",0,0
8 of Diamonds,"['8 of Diamonds', '4 of Hearts', '3 of Diamonds', 'Jack of Diamonds', '7 of Diamonds', '10 of Clubs', '4 of Spades', '7 of Clubs', 'Jack of Hearts', 'Ace of Clubs', 'Jack of Clubs']",51,0
8 of Diamonds,"['8 of Diamonds', '4 of Hearts', '3 of Diamonds', 'Jack of Diamonds', '7 of Diamonds', '10 of Clubs', '4 of Spades', '7 of Clubs', 'Jack of Hearts', 'Ace of Clubs', 'Jack of Clubs', '5 of Diamonds', 'Queen of Diamonds']",34,0
8 of Diamonds,"['8 of Diamonds', '4 of Hearts', '3 of Diamonds', 'Jack of Diamonds', '7 of Diamonds', '10 of Clubs', '4 of Spades', '7 of Clubs', 'Jack of Hearts', 'Ace of Clubs', 'Jack of Clubs', '5 of Diamonds', 'Queen of Diamonds']",0,0
8 of Diamonds,"['8 of Diamonds', '4 of Hearts', '3 of Diamonds', 'Jack of Diamonds', '7 of Diamonds', '10 of Clubs', '4 of Spades', '7 of Clubs', 'Jack of Hearts', 'Ace of Clubs', 'Jack of Clubs', '5 of Diamonds', 'Queen of Diamonds']",12,0
8 of Diamonds,"['8 of Diamonds', '4 of Hearts', '3 of Diamonds', 'Jack of Diamonds', '7 of Diamonds', '10 of Clubs', '4 of Spades', '7 of Clubs', 'Jack of Hearts', 'Ace of Clubs', 'Jack of Clubs', '5 of Diamonds', 'Queen of Diamonds']",0,0
9 of Spades,"['9 of Spades', '4 of Clubs', '2 of Diamonds', '8 of Clubs', '10 of Clubs', '6 of Clubs', '2 of Clubs', 'Queen of Hearts', '7 of Hearts', 'King of Hearts', '2 of Hearts']",53,0
9 of Spades,"['9 of Spades', '4 of Clubs', '2 of Diamonds', '8 of Clubs', '10 of Clubs', '6 of Clubs', '2 of Clubs', 'Queen of Hearts', '7 of Hearts', 'King of Hearts', '2 of Hearts', 'Queen of Diamonds', 'Ace of Diamonds']",34,0
9 of Spades,"['9 of Spades', '4 of Clubs', '2 of Diamonds', '8 of Clubs', '10 of Clubs', '6 of Clubs', '2 of Clubs', 'Queen of Hearts', '7 of Hearts', 'King of Hearts', '2 of Hearts', 'Queen of Diamonds', 'Ace of Diamonds']",0,0
9 of Spades,"['9 of Spades', '4 of Clubs', '2 of Diamonds', '8 of Clubs', '10 of Clubs', '6 of Clubs', '2 of Clubs', 'Queen of Hearts', '7 of Hearts', 'King of Hearts', '2 of Hearts', 'Queen of Diamonds', 'Ace of Diamonds']",12,0
9 of Spades,"['9 of Spades', '4 of Clubs', '2 of Diamonds', '8 of Clubs', '10 of Clubs', '6 of Clubs', '2 of Clubs', 'Queen of Hearts', '7 of Hearts', 'King of Hearts', '2 of Hearts', 'Queen of Diamonds', 'Ace of Diamonds']",0,0
Jack of Clubs,"['Jack of Clubs', '7 of Clubs', '7 of Spades', 'Queen of Clubs', '3 of Spades', '5 of Diamonds', '5 of Clubs', '10 of Hearts', '8 of Spades', 'King of Spades', '3 of Clubs']",56,0
Jack of Clubs,"['Jack of Clubs', '7 of Clubs', '7 of Spades', 'Queen of Clubs', '3 of Spades', '5 of Diamonds', '5 of Clubs', '10 of Hearts', '8 of Spades', 'King of Spades', '3 of Clubs', '2 of Hearts', '9 of Hearts', 'Queen of Diamonds']",36,1
Jack of Clubs,"['Jack of Clubs', '7 of Clubs', '7 of Spades', 'Queen of Clubs', '3 of Spades', '5 of Diamonds', '5 of Clubs', '10 of Hearts', '8 of Spades', 'King of Spades', '3 of Clubs', '2 of Hearts', '9 of Hearts', 'Queen of Diamonds', '2 of Spades', '6 of Diamonds']",0,0
Jack of Clubs,"['Jack of Clubs', '7 of Clubs', '7 of Spades', 'Queen of Clubs', '3 of Spades', '5 of Diamonds', '5 of Clubs', '10 of Hearts', '8 of Spades', 'King of Spades', '3 of Clubs', '2 of Hearts', '9 of Hearts', 'Queen of Diamonds', '2 of Spades', '6 of Diamonds']",12,0
Jack of Clubs,"['Jack of Clubs', '7 of Clubs', '7 of Spades', 'Queen of Clubs', '3 of Spades', '5 of Diamonds', '5 of Clubs', '10 of Hearts', '8 of Spades', 'King of Spades', '3 of Clubs', '2 of Hearts', '9 of Hearts', 'Queen of Diamonds', '2 of Spades', '6 of Diamonds']",0,0
Queen of Spades,"['Queen of Spades', 'King of Spades', '6 of Diamonds', '10 of Diamonds', 'Jack of Spades', '4 of Hearts', 'King of Diamonds', 'Ace of Clubs', '3 of Spades', '6 of Hearts', '3 of Diamonds']",57,0
Queen of Spades,"['Queen of Spades', 'King of Spades', '6 of Diamonds', '10 of Diamonds', 'Jack of Spades', '4 of Hearts', 'King of Diamonds', 'Ace of Clubs', '3 of Spades', '6 of Hearts', '3 of Diamonds', 'Ace of Diamonds']",36,0
Queen of Spades,"['Queen of Spades', 'King of Spades', '6 of Diamonds', '10 of Diamonds', 'Jack of Spades', '4 of Hearts', 'King of Diamonds', 'Ace of Clubs', '3 of Spades', '6 of Hearts', '3 of Diamonds', 'Ace of Diamonds']",0,0
Queen of Spades,"['Queen of Spades', 'King of Spades', '6 of Diamonds', '10 of Diamonds', 'Jack of Spades', '4 of Hearts', 'King of Diamonds', 'Ace of Clubs', '3 of Spades', '6 of Hearts', '3 of Diamonds', 'Ace of Diamonds']",13,0
Queen of Spades,"['Queen of Spades', 'King of Spades', '6 of Diamonds', '10 of Diamonds', 'Jack of Spades', '4 of Hearts', 'King of Diamonds', 'Ace of Clubs', '3 of Spades', '6 of Hearts', '3 of Diamonds', 'Ace of Diamonds', '3 of Clubs']",0,0
6 of Diamonds,"['6 of Diamonds', '8 of Spades', '6 of Clubs', '9 of Diamonds', 'Ace of Diamonds', '5 of Spades', '3 of Diamonds', '5 of Hearts', 'Queen of Clubs', '6 of Spades', 'Jack of Clubs']",58,0
6 of Diamonds,"['6 of Diamonds', '8 of Spades', '6 of Clubs', '9 of Diamonds', 'Ace of Diamonds', '5 of Spades', '3 of Diamonds', '5 of Hearts', 'Queen of Clubs', '6 of Spades', 'Jack of Clubs', '10 of Clubs']",38,0
6 of Diamonds,"['6 of Diamonds', '8 of Spades', '6 of Clubs', '9 of Diamonds', 'Ace of Diamonds', '5 of Spades', '3 of Diamonds', '5 of Hearts', 'Queen of Clubs', '6 of Spades', 'Jack of Clubs', '10 of Clubs', 'Ace of Clubs', 'Jack of Hearts']",0,0
6 of Diamonds,"['6 of Diamonds', '8 of Spades', '6 of Clubs', '9 of Diamonds', 'Ace of Diamonds', '5 of Spades', '3 of Diamonds', '5 of Hearts', 'Queen of Clubs', '6 of Spades', 'Jack of Clubs', '10 of Clubs', 'Ace of Clubs', 'Jack of Hearts']",14,0
6 of Diamonds,"['6 of Diamonds', '8 of Spades', '6 of Clubs', '9 of Diamonds', 'Ace of Diamonds', '5 of Spades', '3 of Diamonds', '5 of Hearts', 'Queen of Clubs', '6 of Spades', 'Jack of Clubs', '10 of Clubs', 'Ace of Clubs', 'Jack of Hearts', '5 of Clubs']",0,0
9 of Spades,"['9 of Spades', '4 of Hearts', '5 of Hearts', '5 of Clubs', 'Queen of Diamonds', '5 of Diamonds', '4 of Clubs', '6 of Diamonds', 'King of Hearts', '2 of Diamonds', '8 of Clubs']",59,1
9 of Spades,"['9 of Spades', '4 of Hearts', '5 of Hearts', '5 of Clubs', 'Queen of Diamonds', '5 of Diamonds', '4 of Clubs', '6 of Diamonds', 'King of Hearts', '2 of Diamonds', '8 of Clubs', 'Jack of Spades']",39,0
9 of Spades,"['9 of Spades', '4 of Hearts', '5 of Hearts', '5 of Clubs', 'Queen of Diamonds', '5 of Diamonds', '4 of Clubs', '6 of Diamonds', 'King of Hearts', '2 of Diamonds', '8 of Clubs', 'Jack of Spades', 'King of Spades']",0,1
9 of Spades,"['9 of Spades', '4 of Hearts', '5 of Hearts', '5 of Clubs', 'Queen of Diamonds', '5 of Diamonds', '4 of Clubs', '6 of Diamonds', 'King of Hearts', '2 of Diamonds', '8 of Clubs', 'Jack of Spades', 'King of Spades']",15,1
9 of Spades,"['9 of Spades', '4 of Hearts', '5 of Hearts', '5 of Clubs', 'Queen of Diamonds', '5 of Diamonds', '4 of Clubs', '6 of Diamonds', 'King of Hearts', '2 of Diamonds', '8 of Clubs', 'Jack of Spades', 'King of Spades', 'Ace of Spades']",0,1
5 of Clubs,"['5 of Clubs', '3 of Hearts', '5 of Spades', '8 of Hearts', 'Jack of Diamonds', 'Queen of Spades', '9 of Clubs', '8 of Spades', '10 of Clubs', '4 of Clubs', '5 of Diamonds']",60,0
5 of Clubs,"['5 of Clubs', '3 of Hearts', '5 of Spades', '8 of Hearts', 'Jack of Diamonds', 'Queen of Spades', '9 of Clubs', '8 of Spades', '10 of Clubs', '4 of Clubs', '5 of Diamonds', 'Jack of Clubs']",39,0
5 of Clubs,"['5 of Clubs', '3 of Hearts', '5 of Spades', '8 of Hearts', 'Jack of Diamonds', 'Queen of Spades', '9 of Clubs', '8 of Spades', '10 of Clubs', '4 of Clubs', '5 of Diamonds', 'Jack of Clubs']",0,1
5 of Clubs,"['5 of Clubs', '3 of Hearts', '5 of Spades', '8 of Hearts', 'Jack of Diamonds', 'Queen of Spades', '9 of Clubs', '8 of Spades', '10 of Clubs', '4 of Clubs', '5 of Diamonds', 'Jack of Clubs']",15,0
5 of Clubs,"['5 of Clubs', '3 of Hearts', '5 of Spades', '8 of Hearts', 'Jack of Diamonds', 'Queen of Spades', '9 of Clubs', '8 of Spades', '10 of Clubs', '4 of Clubs', '5 of Diamonds', 'Jack of Clubs']",0,0
Jack of Clubs,"['Jack of Clubs', 'Jack of Hearts', '8 of Diamonds', '2 of Hearts', '3 of Clubs', '2 of Spades', '7 of Diamonds', 'King of Clubs', 'Ace of Hearts', '3 of Hearts', '9 of Hearts']",60,1
Jack of Clubs,"['Jack of Clubs', 'Jack of Hearts', '8 of Diamonds', '2 of Hearts', '3 of Clubs', '2 of Spades', '7 of Diamonds', 'King of Clubs', 'Ace of Hearts', '3 of Hearts', '9 of Hearts']",42,0
Jack of Clubs,"['Jack of Clubs', 'Jack of Hearts', '8 of Diamonds', '2 of Hearts', '3 of Clubs', '2 of Spades', '7 of Diamonds', 'King of Clubs', 'Ace of Hearts', '3 of Hearts', '9 of Hearts', '5 of Diamonds', '3 of Spades', 'Queen of Clubs']",0,1
Jack of Clubs,"['Jack of Clubs', 'Jack of Hearts', '8 of Diamonds', '2 of Hearts', '3 of Clubs', '2 of Spades', '7 of Diamonds', 'King of Clubs', 'Ace of Hearts', '3 of Hearts', '9 of Hearts', '5 of Diamonds', '3 of Spades', 'Queen of Clubs']",15,1
Jack of Clubs,"['Jack of Clubs', 'Jack of Hearts', '8 of Diamonds', '2 of Hearts', '3 of Clubs', '2 of Spades', '7 of Diamonds', 'King of Clubs', 'Ace of Hearts', '3 of Hearts', '9 of Hearts', '5 of Diamonds', '3 of Spades', 'Queen of Clubs']",0,1
