Dealer Up,Drawn Cards,Num of Hits,Your End Total,Dealer's Face Down,Dealer Drawn Cards,Dealer Num Hits,Dealer End Total,Did YOU Win
7 of Hearts,"['7 of Hearts', '5 of Diamonds', '5 of Spades', 'Queen of Clubs', 'King of Diamonds', '2 of Clubs', 'Ace of Hearts', '4 of Clubs', '10 of Diamonds', '10 of Spades', '7 of Clubs', '5 of Clubs', 'Jack of Diamonds', '6 of Spades', 'Ace of Diamonds', '3 of Hearts', '9 of Spades', 'Ace of Clubs']",0,17,7 of Spades,"['2 of Spades', '2 of Diamonds', '6 of Hearts']",3,17,False
Jack of Diamonds,"['Jack of Diamonds', '6 of Hearts', 'Ace of Diamonds', 'Ace of Hearts', '7 of Diamonds', '8 of Hearts', '8 of Spades', '2 of Diamonds', '9 of Diamonds', 'King of Spades', 'Jack of Spades']",25,17,3 of Diamonds,['7 of Hearts'],1,17,False
Jack of Diamonds,"['Jack of Diamonds', '6 of Hearts', 'Ace of Diamonds', 'Ace of Hearts', '7 of Diamonds', '8 of Hearts', '8 of Spades', '2 of Diamonds', '9 of Diamonds', 'King of Spades', 'Jack of Spades', 'Queen of Diamonds']",14,19,3 of Diamonds,['7 of Hearts'],1,17,True
Jack of Diamonds,"['Jack of Diamonds', '6 of Hearts', 'Ace of Diamonds', 'Ace of Hearts', '7 of Diamonds', '8 of Hearts', '8 of Spades', '2 of Diamonds', '9 of Diamonds', 'King of Spades', 'Jack of Spades', 'Queen of Diamonds', '5 of Diamonds', '6 of Clubs']",0,8,3 of Diamonds,['7 of Hearts'],1,17,False
Jack of Diamonds,"['Jack of Diamonds', '6 of Hearts', 'Ace of Diamonds', 'Ace of Hearts', '7 of Diamonds', '8 of Hearts', '8 of Spades', '2 of Diamonds', '9 of Diamonds', 'King of Spades', 'Jack of Spades', 'Queen of Diamonds', '5 of Diamonds', '6 of Clubs']",9,11,3 of Diamonds,['7 of Hearts'],1,17,False
Jack of Diamonds,"['Jack of Diamonds', '6 of Hearts', 'Ace of Diamonds', 'Ace of Hearts', '7 of Diamonds', '8 of Hearts', '8 of Spades', '2 of Diamonds', '9 of Diamonds', 'King of Spades', 'Jack of Spades', 'Queen of Diamonds', '5 of Diamonds', '6 of Clubs']",0,20,3 of Diamonds,['7 of Hearts'],1,17,True
2 of Hearts,"['2 of Hearts', '2 of Diamonds', '10 of Clubs', '7 of Spades', '9 of Clubs', '2 of Clubs', '7 of Diamonds', '4 of Clubs', 'Ace of Hearts', 'Jack of Hearts', '2 of Spades']",27,25,9 of Hearts,"['10 of Diamonds', 'Queen of Spades']",2,22,False
2 of Hearts,"['2 of Hearts', '2 of Diamonds', '10 of Clubs', '7 of Spades', '9 of Clubs', '2 of Clubs', '7 of Diamonds', '4 of Clubs', 'Ace of Hearts', 'Jack of Hearts', '2 of Spades', '3 of Diamonds', 'Jack of Spades']",14,16,9 of Hearts,"['10 of Diamonds', 'Queen of Spades']",2,22,True
2 of Hearts,"['2 of Hearts', '2 of Diamonds', '10 of Clubs', '7 of Spades', '9 of Clubs', '2 of Clubs', '7 of Diamonds', '4 of Clubs', 'Ace of Hearts', 'Jack of Hearts', '2 of Spades', '3 of Diamonds', 'Jack of Spades']",0,9,9 of Hearts,"['10 of Diamonds', 'Queen of Spades']",2,22,True
2 of Hearts,"['2 of Hearts', '2 of Diamonds', '10 of Clubs', '7 of Spades', '9 of Clubs', '2 of Clubs', '7 of Diamonds', '4 of Clubs', 'Ace of Hearts', 'Jack of Hearts', '2 of Spades', '3 of Diamonds', 'Jack of Spades']",9,5,9 of Hearts,"['10 of Diamonds', 'Queen of Spades']",2,22,True
2 of Hearts,"['2 of Hearts', '2 of Diamonds', '10 of Clubs', '7 of Spades', '9 of Clubs', '2 of Clubs', '7 of Diamonds', '4 of Clubs', 'Ace of Hearts', 'Jack of Hearts', '2 of Spades', '3 of Diamonds', 'Jack of Spades']",0,12,9 of Hearts,"['10 of Diamonds', 'Queen of Spades']",2,22,True
Queen of Clubs,"['Queen of Clubs', 'Queen of Hearts', '9 of Spades', '10 of Hearts', '2 of Clubs', '2 of Diamonds', 'King of Diamonds', '7 of Hearts', 'Jack of Spades', '9 of Diamonds', '5 of Hearts']",27,19,Jack of Diamonds,['7 of Clubs'],1,17,True
Queen of Clubs,"['Queen of Clubs', 'Queen of Hearts', '9 of Spades', '10 of Hearts', '2 of Clubs', '2 of Diamonds', 'King of Diamonds', '7 of Hearts', 'Jack of Spades', '9 of Diamonds', '5 of Hearts']",15,20,Jack of Diamonds,['7 of Clubs'],1,17,True
Queen of Clubs,"['Queen of Clubs', 'Queen of Hearts', '9 of Spades', '10 of Hearts', '2 of Clubs', '2 of Diamonds', 'King of Diamonds', '7 of Hearts', 'Jack of Spades', '9 of Diamonds', '5 of Hearts', '8 of Diamonds']",0,12,Jack of Diamonds,['7 of Clubs'],1,17,False
Queen of Clubs,"['Queen of Clubs', 'Queen of Hearts', '9 of Spades', '10 of Hearts', '2 of Clubs', '2 of Diamonds', 'King of Diamonds', '7 of Hearts', 'Jack of Spades', '9 of Diamonds', '5 of Hearts', '8 of Diamonds']",9,17,Jack of Diamonds,['7 of Clubs'],1,17,False
Queen of Clubs,"['Queen of Clubs', 'Queen of Hearts', '9 of Spades', '10 of Hearts', '2 of Clubs', '2 of Diamonds', 'King of Diamonds', '7 of Hearts', 'Jack of Spades', '9 of Diamonds', '5 of Hearts', '8 of Diamonds']",0,14,Jack of Diamonds,['7 of Clubs'],1,17,False
5 of Spades,"['5 of Spades', '7 of Spades', '9 of Clubs', '9 of Spades', 'Jack of Clubs', 'Ace of Spades', '5 of Diamonds', '8 of Spades', '10 of Diamonds', '10 of Hearts', '3 of Diamonds']",28,26,3 of Spades,"['King of Hearts', '2 of Clubs']",2,17,False
5 of Spades,"['5 of Spades', '7 of Spades', '9 of Clubs', '9 of Spades', 'Jack of Clubs', 'Ace of Spades', '5 of Diamonds', '8 of Spades', '10 of Diamonds', '10 of Hearts', '3 of Diamonds', '10 of Spades']",15,19,3 of Spades,"['King of Hearts', '2 of Clubs']",2,17,True
5 of Spades,"['5 of Spades', '7 of Spades', '9 of Clubs', '9 of Spades', 'Jack of Clubs', 'Ace of Spades', '5 of Diamonds', '8 of Spades', '10 of Diamonds', '10 of Hearts', '3 of Diamonds', '10 of Spades']",0,6,3 of Spades,"['King of Hearts', '2 of Clubs']",2,17,False
5 of Spades,"['5 of Spades', '7 of Spades', '9 of Clubs', '9 of Spades', 'Jack of Clubs', 'Ace of Spades', '5 of Diamonds', '8 of Spades', '10 of Diamonds', '10 of Hearts', '3 of Diamonds', '10 of Spades']",9,18,3 of Spades,"['King of Hearts', '2 of Clubs']",2,17,True
5 of Spades,"['5 of Spades', '7 of Spades', '9 of Clubs', '9 of Spades', 'Jack of Clubs', 'Ace of Spades', '5 of Diamonds', '8 of Spades', '10 of Diamonds', '10 of Hearts', '3 of Diamonds', '10 of Spades']",0,13,3 of Spades,"['King of Hearts', '2 of Clubs']",2,17,False
Queen of Diamonds,"['Queen of Diamonds', '3 of Clubs', '2 of Diamonds', '10 of Hearts', '9 of Diamonds', '5 of Diamonds', 'Ace of Clubs', '8 of Hearts', '6 of Diamonds', '6 of Hearts', 'Queen of Hearts']",31,26,8 of Diamonds,"['4 of Hearts', '3 of Spades']",2,17,False
Queen of Diamonds,"['Queen of Diamonds', '3 of Clubs', '2 of Diamonds', '10 of Hearts', '9 of Diamonds', '5 of Diamonds', 'Ace of Clubs', '8 of Hearts', '6 of Diamonds', '6 of Hearts', 'Queen of Hearts', 'Jack of Diamonds', 'Ace of Spades', 'Queen of Clubs']",15,19,8 of Diamonds,"['4 of Hearts', '3 of Spades']",2,17,True
Queen of Diamonds,"['Queen of Diamonds', '3 of Clubs', '2 of Diamonds', '10 of Hearts', '9 of Diamonds', '5 of Diamonds', 'Ace of Clubs', '8 of Hearts', '6 of Diamonds', '6 of Hearts', 'Queen of Hearts', 'Jack of Diamonds', 'Ace of Spades', 'Queen of Clubs']",0,6,8 of Diamonds,"['4 of Hearts', '3 of Spades']",2,17,False
Queen of Diamonds,"['Queen of Diamonds', '3 of Clubs', '2 of Diamonds', '10 of Hearts', '9 of Diamonds', '5 of Diamonds', 'Ace of Clubs', '8 of Hearts', '6 of Diamonds', '6 of Hearts', 'Queen of Hearts', 'Jack of Diamonds', 'Ace of Spades', 'Queen of Clubs']",9,14,8 of Diamonds,"['4 of Hearts', '3 of Spades']",2,17,False
Queen of Diamonds,"['Queen of Diamonds', '3 of Clubs', '2 of Diamonds', '10 of Hearts', '9 of Diamonds', '5 of Diamonds', 'Ace of Clubs', '8 of Hearts', '6 of Diamonds', '6 of Hearts', 'Queen of Hearts', 'Jack of Diamonds', 'Ace of Spades', 'Queen of Clubs']",0,16,8 of Diamonds,"['4 of Hearts', '3 of Spades']",2,17,False
King of Clubs,"['King of Clubs', '8 of Hearts', '7 of Clubs', 'Queen of Clubs', '6 of Spades', '9 of Diamonds', '7 of Hearts', '10 of Clubs', '4 of Diamonds', 'Queen of Spades', '9 of Spades']",32,18,Jack of Clubs,"['4 of Clubs', '3 of Spades']",2,17,True
King of Clubs,"['King of Clubs', '8 of Hearts', '7 of Clubs', 'Queen of Clubs', '6 of Spades', '9 of Diamonds', '7 of Hearts', '10 of Clubs', '4 of Diamonds', 'Queen of Spades', '9 of Spades', '3 of Diamonds']",16,23,Jack of Clubs,"['4 of Clubs', '3 of Spades']",2,17,False
King of Clubs,"['King of Clubs', '8 of Hearts', '7 of Clubs', 'Queen of Clubs', '6 of Spades', '9 of Diamonds', '7 of Hearts', '10 of Clubs', '4 of Diamonds', 'Queen of Spades', '9 of Spades', '3 of Diamonds', '7 of Diamonds']",0,16,Jack of Clubs,"['4 of Clubs', '3 of Spades']",2,17,False
King of Clubs,"['King of Clubs', '8 of Hearts', '7 of Clubs', 'Queen of Clubs', '6 of Spades', '9 of Diamonds', '7 of Hearts', '10 of Clubs', '4 of Diamonds', 'Queen of Spades', '9 of Spades', '3 of Diamonds', '7 of Diamonds']",9,14,Jack of Clubs,"['4 of Clubs', '3 of Spades']",2,17,False
King of Clubs,"['King of Clubs', '8 of Hearts', '7 of Clubs', 'Queen of Clubs', '6 of Spades', '9 of Diamonds', '7 of Hearts', '10 of Clubs', '4 of Diamonds', 'Queen of Spades', '9 of Spades', '3 of Diamonds', '7 of Diamonds']",0,19,Jack of Clubs,"['4 of Clubs', '3 of Spades']",2,17,True
King of Diamonds,"['King of Diamonds', 'Queen of Spades', '3 of Clubs', 'King of Spades', '8 of Diamonds', '3 of Spades', '9 of Spades', '10 of Clubs', 'King of Clubs', '5 of Spades', '7 of Hearts']",33,22,10 of Hearts,"['4 of Diamonds', '4 of Spades']",2,18,False
King of Diamonds,"['King of Diamonds', 'Queen of Spades', '3 of Clubs', 'King of Spades', '8 of Diamonds', '3 of Spades', '9 of Spades', '10 of Clubs', 'King of Clubs', '5 of Spades', '7 of Hearts', '9 of Hearts']",16,18,10 of Hearts,"['4 of Diamonds', '4 of Spades']",2,18,False
King of Diamonds,"['King of Diamonds', 'Queen of Spades', '3 of Clubs', 'King of Spades', '8 of Diamonds', '3 of Spades', '9 of Spades', '10 of Clubs', 'King of Clubs', '5 of Spades', '7 of Hearts', '9 of Hearts']",0,12,10 of Hearts,"['4 of Diamonds', '4 of Spades']",2,18,False
King of Diamonds,"['King of Diamonds', 'Queen of Spades', '3 of Clubs', 'King of Spades', '8 of Diamonds', '3 of Spades', '9 of Spades', '10 of Clubs', 'King of Clubs', '5 of Spades', '7 of Hearts', '9 of Hearts']",9,20,10 of Hearts,"['4 of Diamonds', '4 of Spades']",2,18,True
King of Diamonds,"['King of Diamonds', 'Queen of Spades', '3 of Clubs', 'King of Spades', '8 of Diamonds', '3 of Spades', '9 of Spades', '10 of Clubs', 'King of Clubs', '5 of Spades', '7 of Hearts', '9 of Hearts']",0,12,10 of Hearts,"['4 of Diamonds', '4 of Spades']",2,18,False
Queen of Diamonds,"['Queen of Diamonds', 'King of Diamonds', '9 of Diamonds', '2 of Diamonds', 'Ace of Diamonds', '6 of Spades', '8 of Clubs', '4 of Spades', '2 of Hearts', '4 of Diamonds', 'Jack of Clubs']",33,19,7 of Spades,['7 of Hearts'],1,17,True
Queen of Diamonds,"['Queen of Diamonds', 'King of Diamonds', '9 of Diamonds', '2 of Diamonds', 'Ace of Diamonds', '6 of Spades', '8 of Clubs', '4 of Spades', '2 of Hearts', '4 of Diamonds', 'Jack of Clubs']",19,24,7 of Spades,['7 of Hearts'],1,17,False
Queen of Diamonds,"['Queen of Diamonds', 'King of Diamonds', '9 of Diamonds', '2 of Diamonds', 'Ace of Diamonds', '6 of Spades', '8 of Clubs', '4 of Spades', '2 of Hearts', '4 of Diamonds', 'Jack of Clubs', '6 of Diamonds', '7 of Diamonds', '8 of Spades']",0,14,7 of Spades,['7 of Hearts'],1,17,False
Queen of Diamonds,"['Queen of Diamonds', 'King of Diamonds', '9 of Diamonds', '2 of Diamonds', 'Ace of Diamonds', '6 of Spades', '8 of Clubs', '4 of Spades', '2 of Hearts', '4 of Diamonds', 'Jack of Clubs', '6 of Diamonds', '7 of Diamonds', '8 of Spades']",9,6,7 of Spades,['7 of Hearts'],1,17,False
Queen of Diamonds,"['Queen of Diamonds', 'King of Diamonds', '9 of Diamonds', '2 of Diamonds', 'Ace of Diamonds', '6 of Spades', '8 of Clubs', '4 of Spades', '2 of Hearts', '4 of Diamonds', 'Jack of Clubs', '6 of Diamonds', '7 of Diamonds', '8 of Spades']",0,14,7 of Spades,['7 of Hearts'],1,17,False
4 of Clubs,"['4 of Clubs', 'King of Diamonds', '7 of Spades', '2 of Hearts', '2 of Clubs', '8 of Spades', '6 of Spades', '8 of Clubs', '9 of Hearts', '3 of Spades', '4 of Diamonds']",33,17,5 of Spades,"['King of Spades', 'Ace of Clubs', '9 of Spades']",3,24,True
4 of Clubs,"['4 of Clubs', 'King of Diamonds', '7 of Spades', '2 of Hearts', '2 of Clubs', '8 of Spades', '6 of Spades', '8 of Clubs', '9 of Hearts', '3 of Spades', '4 of Diamonds']",24,16,5 of Spades,"['King of Spades', 'Ace of Clubs', '9 of Spades']",3,24,True
4 of Clubs,"['4 of Clubs', 'King of Diamonds', '7 of Spades', '2 of Hearts', '2 of Clubs', '8 of Spades', '6 of Spades', '8 of Clubs', '9 of Hearts', '3 of Spades', '4 of Diamonds', 'Ace of Hearts', '3 of Diamonds', '10 of Spades', '8 of Hearts', '6 of Diamonds']",0,14,5 of Spades,"['King of Spades', 'Ace of Clubs', '9 of Spades']",3,24,True
4 of Clubs,"['4 of Clubs', 'King of Diamonds', '7 of Spades', '2 of Hearts', '2 of Clubs', '8 of Spades', '6 of Spades', '8 of Clubs', '9 of Hearts', '3 of Spades', '4 of Diamonds', 'Ace of Hearts', '3 of Diamonds', '10 of Spades', '8 of Hearts', '6 of Diamonds']",9,17,5 of Spades,"['King of Spades', 'Ace of Clubs', '9 of Spades']",3,24,True
4 of Clubs,"['4 of Clubs', 'King of Diamonds', '7 of Spades', '2 of Hearts', '2 of Clubs', '8 of Spades', '6 of Spades', '8 of Clubs', '9 of Hearts', '3 of Spades', '4 of Diamonds', 'Ace of Hearts', '3 of Diamonds', '10 of Spades', '8 of Hearts', '6 of Diamonds']",0,7,5 of Spades,"['King of Spades', 'Ace of Clubs', '9 of Spades']",3,24,True
2 of Spades,"['2 of Spades', 'Queen of Diamonds', 'King of Clubs', '5 of Diamonds', 'King of Hearts', '3 of Spades', '5 of Hearts', '6 of Hearts', '7 of Spades', '7 of Diamonds', '10 of Hearts']",33,20,10 of Diamonds,"['Ace of Hearts', '3 of Clubs', '2 of Clubs', '8 of Diamonds', '4 of Hearts']",5,20,False
2 of Spades,"['2 of Spades', 'Queen of Diamonds', 'King of Clubs', '5 of Diamonds', 'King of Hearts', '3 of Spades', '5 of Hearts', '6 of Hearts', '7 of Spades', '7 of Diamonds', '10 of Hearts']",24,15,10 of Diamonds,"['Ace of Hearts', '3 of Clubs', '2 of Clubs', '8 of Diamonds', '4 of Hearts']",5,20,False
2 of Spades,"['2 of Spades', 'Queen of Diamonds', 'King of Clubs', '5 of Diamonds', 'King of Hearts', '3 of Spades', '5 of Hearts', '6 of Hearts', '7 of Spades', '7 of Diamonds', '10 of Hearts']",0,8,10 of Diamonds,"['Ace of Hearts', '3 of Clubs', '2 of Clubs', '8 of Diamonds', '4 of Hearts']",5,20,False
2 of Spades,"['2 of Spades', 'Queen of Diamonds', 'King of Clubs', '5 of Diamonds', 'King of Hearts', '3 of Spades', '5 of Hearts', '6 of Hearts', '7 of Spades', '7 of Diamonds', '10 of Hearts']",10,21,10 of Diamonds,"['Ace of Hearts', '3 of Clubs', '2 of Clubs', '8 of Diamonds', '4 of Hearts']",5,20,True
2 of Spades,"['2 of Spades', 'Queen of Diamonds', 'King of Clubs', '5 of Diamonds', 'King of Hearts', '3 of Spades', '5 of Hearts', '6 of Hearts', '7 of Spades', '7 of Diamonds', '10 of Hearts', '8 of Spades']",0,17,10 of Diamonds,"['Ace of Hearts', '3 of Clubs', '2 of Clubs', '8 of Diamonds', '4 of Hearts']",5,20,False
9 of Hearts,"['9 of Hearts', '4 of Spades', 'Ace of Clubs', 'Queen of Diamonds', 'King of Diamonds', '5 of Spades', 'Ace of Spades', 'Queen of Hearts', '3 of Diamonds', 'Jack of Diamonds', 'Queen of Clubs']",35,24,6 of Clubs,['King of Clubs'],1,19,False
9 of Hearts,"['9 of Hearts', '4 of Spades', 'Ace of Clubs', 'Queen of Diamonds', 'King of Diamonds', '5 of Spades', 'Ace of Spades', 'Queen of Hearts', '3 of Diamonds', 'Jack of Diamonds', 'Queen of Clubs', '9 of Clubs', 'Queen of Spades']",24,20,6 of Clubs,['King of Clubs'],1,19,True
9 of Hearts,"['9 of Hearts', '4 of Spades', 'Ace of Clubs', 'Queen of Diamonds', 'King of Diamonds', '5 of Spades', 'Ace of Spades', 'Queen of Hearts', '3 of Diamonds', 'Jack of Diamonds', 'Queen of Clubs', '9 of Clubs', 'Queen of Spades']",0,6,6 of Clubs,['King of Clubs'],1,19,False
9 of Hearts,"['9 of Hearts', '4 of Spades', 'Ace of Clubs', 'Queen of Diamonds', 'King of Diamonds', '5 of Spades', 'Ace of Spades', 'Queen of Hearts', '3 of Diamonds', 'Jack of Diamonds', 'Queen of Clubs', '9 of Clubs', 'Queen of Spades']",11,19,6 of Clubs,['King of Clubs'],1,19,False
9 of Hearts,"['9 of Hearts', '4 of Spades', 'Ace of Clubs', 'Queen of Diamonds', 'King of Diamonds', '5 of Spades', 'Ace of Spades', 'Queen of Hearts', '3 of Diamonds', 'Jack of Diamonds', 'Queen of Clubs', '9 of Clubs', 'Queen of Spades', '6 of Diamonds']",0,20,6 of Clubs,['King of Clubs'],1,19,True
King of Hearts,"['King of Hearts', 'Ace of Hearts', 'Queen of Hearts', '3 of Diamonds', '4 of Diamonds', '4 of Hearts', '6 of Spades', '3 of Spades', '7 of Clubs', 'Ace of Diamonds', '8 of Clubs']",36,19,6 of Hearts,"['5 of Diamonds', '6 of Diamonds']",2,21,False
King of Hearts,"['King of Hearts', 'Ace of Hearts', 'Queen of Hearts', '3 of Diamonds', '4 of Diamonds', '4 of Hearts', '6 of Spades', '3 of Spades', '7 of Clubs', 'Ace of Diamonds', '8 of Clubs', '8 of Diamonds']",26,19,6 of Hearts,"['5 of Diamonds', '6 of Diamonds']",2,21,False
King of Hearts,"['King of Hearts', 'Ace of Hearts', 'Queen of Hearts', '3 of Diamonds', '4 of Diamonds', '4 of Hearts', '6 of Spades', '3 of Spades', '7 of Clubs', 'Ace of Diamonds', '8 of Clubs', '8 of Diamonds', '5 of Spades', '7 of Spades']",0,10,6 of Hearts,"['5 of Diamonds', '6 of Diamonds']",2,21,False
King of Hearts,"['King of Hearts', 'Ace of Hearts', 'Queen of Hearts', '3 of Diamonds', '4 of Diamonds', '4 of Hearts', '6 of Spades', '3 of Spades', '7 of Clubs', 'Ace of Diamonds', '8 of Clubs', '8 of Diamonds', '5 of Spades', '7 of Spades']",13,15,6 of Hearts,"['5 of Diamonds', '6 of Diamonds']",2,21,False
King of Hearts,"['King of Hearts', 'Ace of Hearts', 'Queen of Hearts', '3 of Diamonds', '4 of Diamonds', '4 of Hearts', '6 of Spades', '3 of Spades', '7 of Clubs', 'Ace of Diamonds', '8 of Clubs', '8 of Diamonds', '5 of Spades', '7 of Spades', '3 of Clubs', '2 of Spades']",0,9,6 of Hearts,"['5 of Diamonds', '6 of Diamonds']",2,21,False
3 of Clubs,"['3 of Clubs', 'Jack of Clubs', '9 of Hearts', '7 of Spades', '7 of Diamonds', '2 of Diamonds', '4 of Diamonds', '2 of Clubs', '6 of Hearts', '10 of Hearts', '8 of Clubs']",36,19,Ace of Hearts,"['Queen of Spades', 'Queen of Clubs']",2,23,True
3 of Clubs,"['3 of Clubs', 'Jack of Clubs', '9 of Hearts', '7 of Spades', '7 of Diamonds', '2 of Diamonds', '4 of Diamonds', '2 of Clubs', '6 of Hearts', '10 of Hearts', '8 of Clubs']",29,16,Ace of Hearts,"['Queen of Spades', 'Queen of Clubs']",2,23,True
3 of Clubs,"['3 of Clubs', 'Jack of Clubs', '9 of Hearts', '7 of Spades', '7 of Diamonds', '2 of Diamonds', '4 of Diamonds', '2 of Clubs', '6 of Hearts', '10 of Hearts', '8 of Clubs', '5 of Diamonds', '4 of Hearts', '10 of Spades']",0,6,Ace of Hearts,"['Queen of Spades', 'Queen of Clubs']",2,23,True
3 of Clubs,"['3 of Clubs', 'Jack of Clubs', '9 of Hearts', '7 of Spades', '7 of Diamonds', '2 of Diamonds', '4 of Diamonds', '2 of Clubs', '6 of Hearts', '10 of Hearts', '8 of Clubs', '5 of Diamonds', '4 of Hearts', '10 of Spades']",13,8,Ace of Hearts,"['Queen of Spades', 'Queen of Clubs']",2,23,True
3 of Clubs,"['3 of Clubs', 'Jack of Clubs', '9 of Hearts', '7 of Spades', '7 of Diamonds', '2 of Diamonds', '4 of Diamonds', '2 of Clubs', '6 of Hearts', '10 of Hearts', '8 of Clubs', '5 of Diamonds', '4 of Hearts', '10 of Spades']",0,18,Ace of Hearts,"['Queen of Spades', 'Queen of Clubs']",2,23,True
5 of Hearts,"['5 of Hearts', '2 of Diamonds', '8 of Hearts', '4 of Spades', '6 of Clubs', '5 of Diamonds', '8 of Diamonds', 'Jack of Diamonds', '4 of Clubs', '3 of Diamonds', '9 of Clubs']",37,20,Ace of Spades,"['7 of Clubs', '6 of Spades']",2,18,True
5 of Hearts,"['5 of Hearts', '2 of Diamonds', '8 of Hearts', '4 of Spades', '6 of Clubs', '5 of Diamonds', '8 of Diamonds', 'Jack of Diamonds', '4 of Clubs', '3 of Diamonds', '9 of Clubs', 'Queen of Hearts']",30,20,Ace of Spades,"['7 of Clubs', '6 of Spades']",2,18,True
5 of Hearts,"['5 of Hearts', '2 of Diamonds', '8 of Hearts', '4 of Spades', '6 of Clubs', '5 of Diamonds', '8 of Diamonds', 'Jack of Diamonds', '4 of Clubs', '3 of Diamonds', '9 of Clubs', 'Queen of Hearts', 'Jack of Clubs']",0,13,Ace of Spades,"['7 of Clubs', '6 of Spades']",2,18,False
5 of Hearts,"['5 of Hearts', '2 of Diamonds', '8 of Hearts', '4 of Spades', '6 of Clubs', '5 of Diamonds', '8 of Diamonds', 'Jack of Diamonds', '4 of Clubs', '3 of Diamonds', '9 of Clubs', 'Queen of Hearts', 'Jack of Clubs']",13,14,Ace of Spades,"['7 of Clubs', '6 of Spades']",2,18,False
5 of Hearts,"['5 of Hearts', '2 of Diamonds', '8 of Hearts', '4 of Spades', '6 of Clubs', '5 of Diamonds', '8 of Diamonds', 'Jack of Diamonds', '4 of Clubs', '3 of Diamonds', '9 of Clubs', 'Queen of Hearts', 'Jack of Clubs']",0,12,Ace of Spades,"['7 of Clubs', '6 of Spades']",2,18,False
King of Spades,"['King of Spades', '6 of Clubs', '3 of Clubs', '7 of Clubs', 'King of Diamonds', '4 of Hearts', 'Jack of Spades', 'King of Hearts', '10 of Diamonds', '10 of Clubs', '7 of Hearts']",39,19,9 of Clubs,"['Ace of Hearts', '2 of Diamonds', 'Queen of Spades']",3,23,True
King of Spades,"['King of Spades', '6 of Clubs', '3 of Clubs', '7 of Clubs', 'King of Diamonds', '4 of Hearts', 'Jack of Spades', 'King of Hearts', '10 of Diamonds', '10 of Clubs', '7 of Hearts', '4 of Diamonds', '6 of Hearts']",30,17,9 of Clubs,"['Ace of Hearts', '2 of Diamonds', 'Queen of Spades']",3,23,True
King of Spades,"['King of Spades', '6 of Clubs', '3 of Clubs', '7 of Clubs', 'King of Diamonds', '4 of Hearts', 'Jack of Spades', 'King of Hearts', '10 of Diamonds', '10 of Clubs', '7 of Hearts', '4 of Diamonds', '6 of Hearts']",0,14,9 of Clubs,"['Ace of Hearts', '2 of Diamonds', 'Queen of Spades']",3,23,True
King of Spades,"['King of Spades', '6 of Clubs', '3 of Clubs', '7 of Clubs', 'King of Diamonds', '4 of Hearts', 'Jack of Spades', 'King of Hearts', '10 of Diamonds', '10 of Clubs', '7 of Hearts', '4 of Diamonds', '6 of Hearts']",13,20,9 of Clubs,"['Ace of Hearts', '2 of Diamonds', 'Queen of Spades']",3,23,True
King of Spades,"['King of Spades', '6 of Clubs', '3 of Clubs', '7 of Clubs', 'King of Diamonds', '4 of Hearts', 'Jack of Spades', 'King of Hearts', '10 of Diamonds', '10 of Clubs', '7 of Hearts', '4 of Diamonds', '6 of Hearts']",0,17,9 of Clubs,"['Ace of Hearts', '2 of Diamonds', 'Queen of Spades']",3,23,True
Jack of Spades,"['Jack of Spades', 'King of Diamonds', '4 of Spades', '9 of Diamonds', '4 of Clubs', 'Queen of Diamonds', 'Jack of Hearts', '10 of Hearts', 'Ace of Clubs', '5 of Clubs', '9 of Clubs']",40,19,Queen of Hearts,"['5 of Spades', 'Jack of Clubs']",2,25,True
Jack of Spades,"['Jack of Spades', 'King of Diamonds', '4 of Spades', '9 of Diamonds', '4 of Clubs', 'Queen of Diamonds', 'Jack of Hearts', '10 of Hearts', 'Ace of Clubs', '5 of Clubs', '9 of Clubs', '5 of Diamonds']",32,20,Queen of Hearts,"['5 of Spades', 'Jack of Clubs']",2,25,True
Jack of Spades,"['Jack of Spades', 'King of Diamonds', '4 of Spades', '9 of Diamonds', '4 of Clubs', 'Queen of Diamonds', 'Jack of Hearts', '10 of Hearts', 'Ace of Clubs', '5 of Clubs', '9 of Clubs', '5 of Diamonds', '2 of Hearts', '5 of Hearts']",0,20,Queen of Hearts,"['5 of Spades', 'Jack of Clubs']",2,25,True
Jack of Spades,"['Jack of Spades', 'King of Diamonds', '4 of Spades', '9 of Diamonds', '4 of Clubs', 'Queen of Diamonds', 'Jack of Hearts', '10 of Hearts', 'Ace of Clubs', '5 of Clubs', '9 of Clubs', '5 of Diamonds', '2 of Hearts', '5 of Hearts']",13,11,Queen of Hearts,"['5 of Spades', 'Jack of Clubs']",2,25,True
Jack of Spades,"['Jack of Spades', 'King of Diamonds', '4 of Spades', '9 of Diamonds', '4 of Clubs', 'Queen of Diamonds', 'Jack of Hearts', '10 of Hearts', 'Ace of Clubs', '5 of Clubs', '9 of Clubs', '5 of Diamonds', '2 of Hearts', '5 of Hearts']",0,14,Queen of Hearts,"['5 of Spades', 'Jack of Clubs']",2,25,True
Ace of Clubs,"['Ace of Clubs', 'Ace of Diamonds', 'Jack of Clubs', 'King of Spades', '4 of Hearts', '9 of Hearts', 'King of Hearts', '6 of Diamonds', '7 of Diamonds', '6 of Clubs', 'Jack of Diamonds']",42,18,4 of Clubs,"['9 of Clubs', '4 of Diamonds', 'Queen of Clubs']",3,24,True
