Dealer Up,Drawn Cards,Num of Hits,Your End Total,Dealer's Face Down,Dealer Drawn Cards,Dealer Num Hits,Dealer End Total,Did YOU Win
9 of Clubs,"['9 of Clubs', '2 of Hearts', 'Ace of Clubs', 'Ace of Spades', '7 of Diamonds', 'Jack of Spades', '6 of Diamonds', '7 of Spades', 'King of Spades', '3 of Spades', '4 of Hearts', '6 of Clubs', '9 of Spades', 'King of Clubs']",0,7,7 of Hearts,"['6 of Spades', 'Jack of Diamonds']",2,25,True
2 of Diamonds,"['2 of Diamonds', '5 of Spades', '5 of Hearts', '8 of Spades', '7 of Spades', '8 of Hearts', '6 of Diamonds', '5 of Clubs', '9 of Hearts', 'King of Diamonds', '2 of Clubs']",29,26,2 of Spades,"['4 of Hearts', '6 of Hearts', '9 of Spades']",3,21,False
2 of Diamonds,"['2 of Diamonds', '5 of Spades', '5 of Hearts', '8 of Spades', '7 of Spades', '8 of Hearts', '6 of Diamonds', '5 of Clubs', '9 of Hearts', 'King of Diamonds', '2 of Clubs', '7 of Diamonds', 'Ace of Hearts', '3 of Diamonds', 'Queen of Hearts', 'King of Spades', '7 of Clubs']",20,15,2 of Spades,"['4 of Hearts', '6 of Hearts', '9 of Spades']",3,21,False
2 of Diamonds,"['2 of Diamonds', '5 of Spades', '5 of Hearts', '8 of Spades', '7 of Spades', '8 of Hearts', '6 of Diamonds', '5 of Clubs', '9 of Hearts', 'King of Diamonds', '2 of Clubs', '7 of Diamonds', 'Ace of Hearts', '3 of Diamonds', 'Queen of Hearts', 'King of Spades', '7 of Clubs']",0,14,2 of Spades,"['4 of Hearts', '6 of Hearts', '9 of Spades']",3,21,False
2 of Diamonds,"['2 of Diamonds', '5 of Spades', '5 of Hearts', '8 of Spades', '7 of Spades', '8 of Hearts', '6 of Diamonds', '5 of Clubs', '9 of Hearts', 'King of Diamonds', '2 of Clubs', '7 of Diamonds', 'Ace of Hearts', '3 of Diamonds', 'Queen of Hearts', 'King of Spades', '7 of Clubs']",9,18,2 of Spades,"['4 of Hearts', '6 of Hearts', '9 of Spades']",3,21,False
2 of Diamonds,"['2 of Diamonds', '5 of Spades', '5 of Hearts', '8 of Spades', '7 of Spades', '8 of Hearts', '6 of Diamonds', '5 of Clubs', '9 of Hearts', 'King of Diamonds', '2 of Clubs', '7 of Diamonds', 'Ace of Hearts', '3 of Diamonds', 'Queen of Hearts', 'King of Spades', '7 of Clubs', '4 of Diamonds']",0,12,2 of Spades,"['4 of Hearts', '6 of Hearts', '9 of Spades']",3,21,False
8 of Clubs,"['8 of Clubs', '10 of Spades', '3 of Clubs', '9 of Diamonds', '6 of Spades', '10 of Hearts', '6 of Hearts', '9 of Spades', '4 of Spades', 'Ace of Diamonds', '8 of Hearts']",30,23,7 of Spades,"['Ace of Spades', '9 of Clubs']",2,18,False
8 of Clubs,"['8 of Clubs', '10 of Spades', '3 of Clubs', '9 of Diamonds', '6 of Spades', '10 of Hearts', '6 of Hearts', '9 of Spades', '4 of Spades', 'Ace of Diamonds', '8 of Hearts', 'King of Clubs']",21,18,7 of Spades,"['Ace of Spades', '9 of Clubs']",2,18,False
8 of Clubs,"['8 of Clubs', '10 of Spades', '3 of Clubs', '9 of Diamonds', '6 of Spades', '10 of Hearts', '6 of Hearts', '9 of Spades', '4 of Spades', 'Ace of Diamonds', '8 of Hearts', 'King of Clubs', '3 of Spades']",0,16,7 of Spades,"['Ace of Spades', '9 of Clubs']",2,18,False
8 of Clubs,"['8 of Clubs', '10 of Spades', '3 of Clubs', '9 of Diamonds', '6 of Spades', '10 of Hearts', '6 of Hearts', '9 of Spades', '4 of Spades', 'Ace of Diamonds', '8 of Hearts', 'King of Clubs', '3 of Spades']",10,21,7 of Spades,"['Ace of Spades', '9 of Clubs']",2,18,True
8 of Clubs,"['8 of Clubs', '10 of Spades', '3 of Clubs', '9 of Diamonds', '6 of Spades', '10 of Hearts', '6 of Hearts', '9 of Spades', '4 of Spades', 'Ace of Diamonds', '8 of Hearts', 'King of Clubs', '3 of Spades', '8 of Diamonds']",0,9,7 of Spades,"['Ace of Spades', '9 of Clubs']",2,18,False
6 of Hearts,"['6 of Hearts', '8 of Diamonds', '6 of Clubs', '5 of Diamonds', '4 of Clubs', 'Queen of Diamonds', '7 of Clubs', '3 of Diamonds', 'Jack of Diamonds', '3 of Spades', '4 of Diamonds']",31,24,8 of Clubs,"['8 of Hearts', '2 of Clubs', '10 of Clubs']",3,26,False
6 of Hearts,"['6 of Hearts', '8 of Diamonds', '6 of Clubs', '5 of Diamonds', '4 of Clubs', 'Queen of Diamonds', '7 of Clubs', '3 of Diamonds', 'Jack of Diamonds', '3 of Spades', '4 of Diamonds', 'King of Diamonds']",22,14,8 of Clubs,"['8 of Hearts', '2 of Clubs', '10 of Clubs']",3,26,True
6 of Hearts,"['6 of Hearts', '8 of Diamonds', '6 of Clubs', '5 of Diamonds', '4 of Clubs', 'Queen of Diamonds', '7 of Clubs', '3 of Diamonds', 'Jack of Diamonds', '3 of Spades', '4 of Diamonds', 'King of Diamonds', '5 of Clubs']",0,17,8 of Clubs,"['8 of Hearts', '2 of Clubs', '10 of Clubs']",3,26,True
6 of Hearts,"['6 of Hearts', '8 of Diamonds', '6 of Clubs', '5 of Diamonds', '4 of Clubs', 'Queen of Diamonds', '7 of Clubs', '3 of Diamonds', 'Jack of Diamonds', '3 of Spades', '4 of Diamonds', 'King of Diamonds', '5 of Clubs']",10,13,8 of Clubs,"['8 of Hearts', '2 of Clubs', '10 of Clubs']",3,26,True
6 of Hearts,"['6 of Hearts', '8 of Diamonds', '6 of Clubs', '5 of Diamonds', '4 of Clubs', 'Queen of Diamonds', '7 of Clubs', '3 of Diamonds', 'Jack of Diamonds', '3 of Spades', '4 of Diamonds', 'King of Diamonds', '5 of Clubs']",0,7,8 of Clubs,"['8 of Hearts', '2 of Clubs', '10 of Clubs']",3,26,True
7 of Diamonds,"['7 of Diamonds', 'King of Clubs', '8 of Spades', 'Queen of Hearts', '7 of Clubs', '9 of Hearts', '6 of Clubs', '4 of Diamonds', '10 of Hearts', 'Ace of Clubs', 'Jack of Diamonds']",31,18,8 of Clubs,['Jack of Hearts'],1,17,True
7 of Diamonds,"['7 of Diamonds', 'King of Clubs', '8 of Spades', 'Queen of Hearts', '7 of Clubs', '9 of Hearts', '6 of Clubs', '4 of Diamonds', '10 of Hearts', 'Ace of Clubs', 'Jack of Diamonds']",22,17,8 of Clubs,['Jack of Hearts'],1,17,False
7 of Diamonds,"['7 of Diamonds', 'King of Clubs', '8 of Spades', 'Queen of Hearts', '7 of Clubs', '9 of Hearts', '6 of Clubs', '4 of Diamonds', '10 of Hearts', 'Ace of Clubs', 'Jack of Diamonds']",0,15,8 of Clubs,['Jack of Hearts'],1,17,False
7 of Diamonds,"['7 of Diamonds', 'King of Clubs', '8 of Spades', 'Queen of Hearts', '7 of Clubs', '9 of Hearts', '6 of Clubs', '4 of Diamonds', '10 of Hearts', 'Ace of Clubs', 'Jack of Diamonds']",11,16,8 of Clubs,['Jack of Hearts'],1,17,False
7 of Diamonds,"['7 of Diamonds', 'King of Clubs', '8 of Spades', 'Queen of Hearts', '7 of Clubs', '9 of Hearts', '6 of Clubs', '4 of Diamonds', '10 of Hearts', 'Ace of Clubs', 'Jack of Diamonds', '2 of Diamonds']",0,11,8 of Clubs,['Jack of Hearts'],1,17,False
6 of Clubs,"['6 of Clubs', '2 of Diamonds', '9 of Hearts', '5 of Spades', 'King of Clubs', '7 of Diamonds', 'Ace of Spades', 'Queen of Clubs', '2 of Hearts', 'Queen of Hearts', '10 of Clubs']",33,23,9 of Spades,"['2 of Clubs', '3 of Diamonds', 'Ace of Clubs', '9 of Clubs']",4,21,False
6 of Clubs,"['6 of Clubs', '2 of Diamonds', '9 of Hearts', '5 of Spades', 'King of Clubs', '7 of Diamonds', 'Ace of Spades', 'Queen of Clubs', '2 of Hearts', 'Queen of Hearts', '10 of Clubs', '4 of Diamonds', '8 of Clubs']",22,15,9 of Spades,"['2 of Clubs', '3 of Diamonds', 'Ace of Clubs', '9 of Clubs']",4,21,False
6 of Clubs,"['6 of Clubs', '2 of Diamonds', '9 of Hearts', '5 of Spades', 'King of Clubs', '7 of Diamonds', 'Ace of Spades', 'Queen of Clubs', '2 of Hearts', 'Queen of Hearts', '10 of Clubs', '4 of Diamonds', '8 of Clubs']",0,8,9 of Spades,"['2 of Clubs', '3 of Diamonds', 'Ace of Clubs', '9 of Clubs']",4,21,False
6 of Clubs,"['6 of Clubs', '2 of Diamonds', '9 of Hearts', '5 of Spades', 'King of Clubs', '7 of Diamonds', 'Ace of Spades', 'Queen of Clubs', '2 of Hearts', 'Queen of Hearts', '10 of Clubs', '4 of Diamonds', '8 of Clubs']",11,12,9 of Spades,"['2 of Clubs', '3 of Diamonds', 'Ace of Clubs', '9 of Clubs']",4,21,False
6 of Clubs,"['6 of Clubs', '2 of Diamonds', '9 of Hearts', '5 of Spades', 'King of Clubs', '7 of Diamonds', 'Ace of Spades', 'Queen of Clubs', '2 of Hearts', 'Queen of Hearts', '10 of Clubs', '4 of Diamonds', '8 of Clubs']",0,20,9 of Spades,"['2 of Clubs', '3 of Diamonds', 'Ace of Clubs', '9 of Clubs']",4,21,False
Jack of Diamonds,"['Jack of Diamonds', '8 of Diamonds', '3 of Diamonds', '6 of Diamonds', '6 of Hearts', 'Queen of Hearts', '2 of Diamonds', '4 of Diamonds', '4 of Spades', '2 of Hearts', '7 of Spades']",34,21,Queen of Clubs,['9 of Clubs'],1,19,True
Jack of Diamonds,"['Jack of Diamonds', '8 of Diamonds', '3 of Diamonds', '6 of Diamonds', '6 of Hearts', 'Queen of Hearts', '2 of Diamonds', '4 of Diamonds', '4 of Spades', '2 of Hearts', '7 of Spades', '10 of Clubs']",28,21,Queen of Clubs,['9 of Clubs'],1,19,True
Jack of Diamonds,"['Jack of Diamonds', '8 of Diamonds', '3 of Diamonds', '6 of Diamonds', '6 of Hearts', 'Queen of Hearts', '2 of Diamonds', '4 of Diamonds', '4 of Spades', '2 of Hearts', '7 of Spades', '10 of Clubs', 'Jack of Hearts', '5 of Clubs', '7 of Hearts', '2 of Spades', 'Ace of Hearts', '10 of Diamonds']",0,12,Queen of Clubs,['9 of Clubs'],1,19,False
Jack of Diamonds,"['Jack of Diamonds', '8 of Diamonds', '3 of Diamonds', '6 of Diamonds', '6 of Hearts', 'Queen of Hearts', '2 of Diamonds', '4 of Diamonds', '4 of Spades', '2 of Hearts', '7 of Spades', '10 of Clubs', 'Jack of Hearts', '5 of Clubs', '7 of Hearts', '2 of Spades', 'Ace of Hearts', '10 of Diamonds']",14,21,Queen of Clubs,['9 of Clubs'],1,19,True
Jack of Diamonds,"['Jack of Diamonds', '8 of Diamonds', '3 of Diamonds', '6 of Diamonds', '6 of Hearts', 'Queen of Hearts', '2 of Diamonds', '4 of Diamonds', '4 of Spades', '2 of Hearts', '7 of Spades', '10 of Clubs', 'Jack of Hearts', '5 of Clubs', '7 of Hearts', '2 of Spades', 'Ace of Hearts', '10 of Diamonds', '10 of Hearts', '7 of Clubs', '4 of Hearts']",0,9,Queen of Clubs,['9 of Clubs'],1,19,False
10 of Clubs,"['10 of Clubs', 'Jack of Clubs', '5 of Hearts', '5 of Diamonds', 'Queen of Diamonds', '2 of Diamonds', 'Ace of Clubs', '9 of Diamonds', '8 of Diamonds', '10 of Hearts', 'Queen of Hearts']",36,22,4 of Spades,['10 of Diamonds'],1,20,False
10 of Clubs,"['10 of Clubs', 'Jack of Clubs', '5 of Hearts', '5 of Diamonds', 'Queen of Diamonds', '2 of Diamonds', 'Ace of Clubs', '9 of Diamonds', '8 of Diamonds', '10 of Hearts', 'Queen of Hearts', 'Ace of Spades', '6 of Diamonds']",29,23,4 of Spades,['10 of Diamonds'],1,20,False
10 of Clubs,"['10 of Clubs', 'Jack of Clubs', '5 of Hearts', '5 of Diamonds', 'Queen of Diamonds', '2 of Diamonds', 'Ace of Clubs', '9 of Diamonds', '8 of Diamonds', '10 of Hearts', 'Queen of Hearts', 'Ace of Spades', '6 of Diamonds', '8 of Spades']",0,3,4 of Spades,['10 of Diamonds'],1,20,False
10 of Clubs,"['10 of Clubs', 'Jack of Clubs', '5 of Hearts', '5 of Diamonds', 'Queen of Diamonds', '2 of Diamonds', 'Ace of Clubs', '9 of Diamonds', '8 of Diamonds', '10 of Hearts', 'Queen of Hearts', 'Ace of Spades', '6 of Diamonds', '8 of Spades']",14,17,4 of Spades,['10 of Diamonds'],1,20,False
10 of Clubs,"['10 of Clubs', 'Jack of Clubs', '5 of Hearts', '5 of Diamonds', 'Queen of Diamonds', '2 of Diamonds', 'Ace of Clubs', '9 of Diamonds', '8 of Diamonds', '10 of Hearts', 'Queen of Hearts', 'Ace of Spades', '6 of Diamonds', '8 of Spades']",0,20,4 of Spades,['10 of Diamonds'],1,20,False
Ace of Hearts,"['Ace of Hearts', '9 of Hearts', '10 of Spades', 'King of Clubs', '10 of Hearts', '6 of Diamonds', '9 of Clubs', '7 of Diamonds', '2 of Diamonds', '6 of Clubs', '3 of Clubs']",36,19,5 of Clubs,"['5 of Hearts', '6 of Spades', '9 of Diamonds']",3,21,False
Ace of Hearts,"['Ace of Hearts', '9 of Hearts', '10 of Spades', 'King of Clubs', '10 of Hearts', '6 of Diamonds', '9 of Clubs', '7 of Diamonds', '2 of Diamonds', '6 of Clubs', '3 of Clubs']",29,20,5 of Clubs,"['5 of Hearts', '6 of Spades', '9 of Diamonds']",3,21,False
Ace of Hearts,"['Ace of Hearts', '9 of Hearts', '10 of Spades', 'King of Clubs', '10 of Hearts', '6 of Diamonds', '9 of Clubs', '7 of Diamonds', '2 of Diamonds', '6 of Clubs', '3 of Clubs']",0,15,5 of Clubs,"['5 of Hearts', '6 of Spades', '9 of Diamonds']",3,21,False
Ace of Hearts,"['Ace of Hearts', '9 of Hearts', '10 of Spades', 'King of Clubs', '10 of Hearts', '6 of Diamonds', '9 of Clubs', '7 of Diamonds', '2 of Diamonds', '6 of Clubs', '3 of Clubs']",15,18,5 of Clubs,"['5 of Hearts', '6 of Spades', '9 of Diamonds']",3,21,False
Ace of Hearts,"['Ace of Hearts', '9 of Hearts', '10 of Spades', 'King of Clubs', '10 of Hearts', '6 of Diamonds', '9 of Clubs', '7 of Diamonds', '2 of Diamonds', '6 of Clubs', '3 of Clubs', '9 of Spades']",0,9,5 of Clubs,"['5 of Hearts', '6 of Spades', '9 of Diamonds']",3,21,False
4 of Diamonds,"['4 of Diamonds', '4 of Hearts', '3 of Spades', 'Queen of Diamonds', 'Jack of Diamonds', '4 of Clubs', '6 of Spades', '2 of Spades', '5 of Diamonds', 'Ace of Spades', '9 of Diamonds']",37,17,2 of Hearts,"['9 of Hearts', '7 of Hearts']",2,20,False
4 of Diamonds,"['4 of Diamonds', '4 of Hearts', '3 of Spades', 'Queen of Diamonds', 'Jack of Diamonds', '4 of Clubs', '6 of Spades', '2 of Spades', '5 of Diamonds', 'Ace of Spades', '9 of Diamonds', '10 of Clubs']",29,20,2 of Hearts,"['9 of Hearts', '7 of Hearts']",2,20,False
4 of Diamonds,"['4 of Diamonds', '4 of Hearts', '3 of Spades', 'Queen of Diamonds', 'Jack of Diamonds', '4 of Clubs', '6 of Spades', '2 of Spades', '5 of Diamonds', 'Ace of Spades', '9 of Diamonds', '10 of Clubs']",0,10,2 of Hearts,"['9 of Hearts', '7 of Hearts']",2,20,False
4 of Diamonds,"['4 of Diamonds', '4 of Hearts', '3 of Spades', 'Queen of Diamonds', 'Jack of Diamonds', '4 of Clubs', '6 of Spades', '2 of Spades', '5 of Diamonds', 'Ace of Spades', '9 of Diamonds', '10 of Clubs']",17,14,2 of Hearts,"['9 of Hearts', '7 of Hearts']",2,20,False
4 of Diamonds,"['4 of Diamonds', '4 of Hearts', '3 of Spades', 'Queen of Diamonds', 'Jack of Diamonds', '4 of Clubs', '6 of Spades', '2 of Spades', '5 of Diamonds', 'Ace of Spades', '9 of Diamonds', '10 of Clubs', '5 of Hearts', '2 of Diamonds']",0,10,2 of Hearts,"['9 of Hearts', '7 of Hearts']",2,20,False
Jack of Hearts,"['Jack of Hearts', '5 of Diamonds', '5 of Clubs', '3 of Clubs', '2 of Clubs', '5 of Hearts', '7 of Hearts', '4 of Hearts', '4 of Clubs', '10 of Clubs', 'Ace of Spades']",42,20,King of Clubs,['7 of Clubs'],1,17,True
Jack of Hearts,"['Jack of Hearts', '5 of Diamonds', '5 of Clubs', '3 of Clubs', '2 of Clubs', '5 of Hearts', '7 of Hearts', '4 of Hearts', '4 of Clubs', '10 of Clubs', 'Ace of Spades', '9 of Clubs', '2 of Diamonds', '4 of Spades', '9 of Hearts', '9 of Spades']",31,22,King of Clubs,['7 of Clubs'],1,17,False
Jack of Hearts,"['Jack of Hearts', '5 of Diamonds', '5 of Clubs', '3 of Clubs', '2 of Clubs', '5 of Hearts', '7 of Hearts', '4 of Hearts', '4 of Clubs', '10 of Clubs', 'Ace of Spades', '9 of Clubs', '2 of Diamonds', '4 of Spades', '9 of Hearts', '9 of Spades', '10 of Diamonds', '7 of Diamonds']",0,12,King of Clubs,['7 of Clubs'],1,17,False
Jack of Hearts,"['Jack of Hearts', '5 of Diamonds', '5 of Clubs', '3 of Clubs', '2 of Clubs', '5 of Hearts', '7 of Hearts', '4 of Hearts', '4 of Clubs', '10 of Clubs', 'Ace of Spades', '9 of Clubs', '2 of Diamonds', '4 of Spades', '9 of Hearts', '9 of Spades', '10 of Diamonds', '7 of Diamonds']",18,12,King of Clubs,['7 of Clubs'],1,17,False
Jack of Hearts,"['Jack of Hearts', '5 of Diamonds', '5 of Clubs', '3 of Clubs', '2 of Clubs', '5 of Hearts', '7 of Hearts', '4 of Hearts', '4 of Clubs', '10 of Clubs', 'Ace of Spades', '9 of Clubs', '2 of Diamonds', '4 of Spades', '9 of Hearts', '9 of Spades', '10 of Diamonds', '7 of Diamonds', '8 of Hearts']",0,11,King of Clubs,['7 of Clubs'],1,17,False
Jack of Diamonds,"['Jack of Diamonds', '7 of Hearts', 'Ace of Spades', '10 of Hearts', '4 of Diamonds', '4 of Hearts', '10 of Diamonds', 'Jack of Hearts', 'King of Clubs', '8 of Spades', '9 of Clubs']",44,26,3 of Clubs,"['4 of Spades', '6 of Hearts']",2,20,False
Jack of Diamonds,"['Jack of Diamonds', '7 of Hearts', 'Ace of Spades', '10 of Hearts', '4 of Diamonds', '4 of Hearts', '10 of Diamonds', 'Jack of Hearts', 'King of Clubs', '8 of Spades', '9 of Clubs', '8 of Hearts', 'Queen of Spades']",32,21,3 of Clubs,"['4 of Spades', '6 of Hearts']",2,20,True
Jack of Diamonds,"['Jack of Diamonds', '7 of Hearts', 'Ace of Spades', '10 of Hearts', '4 of Diamonds', '4 of Hearts', '10 of Diamonds', 'Jack of Hearts', 'King of Clubs', '8 of Spades', '9 of Clubs', '8 of Hearts', 'Queen of Spades', '7 of Diamonds']",0,14,3 of Clubs,"['4 of Spades', '6 of Hearts']",2,20,False
Jack of Diamonds,"['Jack of Diamonds', '7 of Hearts', 'Ace of Spades', '10 of Hearts', '4 of Diamonds', '4 of Hearts', '10 of Diamonds', 'Jack of Hearts', 'King of Clubs', '8 of Spades', '9 of Clubs', '8 of Hearts', 'Queen of Spades', '7 of Diamonds']",18,20,3 of Clubs,"['4 of Spades', '6 of Hearts']",2,20,False
Jack of Diamonds,"['Jack of Diamonds', '7 of Hearts', 'Ace of Spades', '10 of Hearts', '4 of Diamonds', '4 of Hearts', '10 of Diamonds', 'Jack of Hearts', 'King of Clubs', '8 of Spades', '9 of Clubs', '8 of Hearts', 'Queen of Spades', '7 of Diamonds']",0,17,3 of Clubs,"['4 of Spades', '6 of Hearts']",2,20,False
4 of Hearts,"['4 of Hearts', 'Ace of Hearts', '7 of Hearts', 'King of Hearts', '9 of Diamonds', '9 of Hearts', '2 of Clubs', '7 of Diamonds', '5 of Diamonds', '6 of Spades', 'Queen of Clubs']",46,22,Ace of Clubs,"['6 of Clubs', 'Jack of Clubs']",2,20,False
4 of Hearts,"['4 of Hearts', 'Ace of Hearts', '7 of Hearts', 'King of Hearts', '9 of Diamonds', '9 of Hearts', '2 of Clubs', '7 of Diamonds', '5 of Diamonds', '6 of Spades', 'Queen of Clubs', '8 of Clubs', '6 of Hearts']",32,19,Ace of Clubs,"['6 of Clubs', 'Jack of Clubs']",2,20,False
4 of Hearts,"['4 of Hearts', 'Ace of Hearts', '7 of Hearts', 'King of Hearts', '9 of Diamonds', '9 of Hearts', '2 of Clubs', '7 of Diamonds', '5 of Diamonds', '6 of Spades', 'Queen of Clubs', '8 of Clubs', '6 of Hearts']",0,11,Ace of Clubs,"['6 of Clubs', 'Jack of Clubs']",2,20,False
4 of Hearts,"['4 of Hearts', 'Ace of Hearts', '7 of Hearts', 'King of Hearts', '9 of Diamonds', '9 of Hearts', '2 of Clubs', '7 of Diamonds', '5 of Diamonds', '6 of Spades', 'Queen of Clubs', '8 of Clubs', '6 of Hearts']",18,12,Ace of Clubs,"['6 of Clubs', 'Jack of Clubs']",2,20,False
4 of Hearts,"['4 of Hearts', 'Ace of Hearts', '7 of Hearts', 'King of Hearts', '9 of Diamonds', '9 of Hearts', '2 of Clubs', '7 of Diamonds', '5 of Diamonds', '6 of Spades', 'Queen of Clubs', '8 of Clubs', '6 of Hearts']",0,16,Ace of Clubs,"['6 of Clubs', 'Jack of Clubs']",2,20,False
10 of Hearts,"['10 of Hearts', 'King of Hearts', '3 of Hearts', '3 of Clubs', 'Queen of Clubs', '6 of Hearts', '8 of Spades', 'Ace of Spades', 'Ace of Clubs', '2 of Hearts', '9 of Spades']",47,19,5 of Spades,['King of Clubs'],1,20,False
10 of Hearts,"['10 of Hearts', 'King of Hearts', '3 of Hearts', '3 of Clubs', 'Queen of Clubs', '6 of Hearts', '8 of Spades', 'Ace of Spades', 'Ace of Clubs', '2 of Hearts', '9 of Spades', '6 of Clubs']",35,19,5 of Spades,['King of Clubs'],1,20,False
10 of Hearts,"['10 of Hearts', 'King of Hearts', '3 of Hearts', '3 of Clubs', 'Queen of Clubs', '6 of Hearts', '8 of Spades', 'Ace of Spades', 'Ace of Clubs', '2 of Hearts', '9 of Spades', '6 of Clubs', '2 of Clubs', 'Ace of Hearts', '3 of Diamonds']",0,14,5 of Spades,['King of Clubs'],1,20,False
10 of Hearts,"['10 of Hearts', 'King of Hearts', '3 of Hearts', '3 of Clubs', 'Queen of Clubs', '6 of Hearts', '8 of Spades', 'Ace of Spades', 'Ace of Clubs', '2 of Hearts', '9 of Spades', '6 of Clubs', '2 of Clubs', 'Ace of Hearts', '3 of Diamonds']",21,5,5 of Spades,['King of Clubs'],1,20,False
10 of Hearts,"['10 of Hearts', 'King of Hearts', '3 of Hearts', '3 of Clubs', 'Queen of Clubs', '6 of Hearts', '8 of Spades', 'Ace of Spades', 'Ace of Clubs', '2 of Hearts', '9 of Spades', '6 of Clubs', '2 of Clubs', 'Ace of Hearts', '3 of Diamonds', '4 of Hearts', '8 of Hearts', 'Queen of Spades']",0,11,5 of Spades,['King of Clubs'],1,20,False
9 of Hearts,"['9 of Hearts', '5 of Clubs', 'Queen of Clubs', '8 of Spades', '2 of Diamonds', '9 of Diamonds', '8 of Hearts', 'Ace of Diamonds', 'Queen of Spades', '8 of Diamonds', '9 of Clubs']",48,22,8 of Clubs,"['3 of Clubs', 'Jack of Spades']",2,22,False
9 of Hearts,"['9 of Hearts', '5 of Clubs', 'Queen of Clubs', '8 of Spades', '2 of Diamonds', '9 of Diamonds', '8 of Hearts', 'Ace of Diamonds', 'Queen of Spades', '8 of Diamonds', '9 of Clubs', '7 of Clubs']",37,25,8 of Clubs,"['3 of Clubs', 'Jack of Spades']",2,22,False
9 of Hearts,"['9 of Hearts', '5 of Clubs', 'Queen of Clubs', '8 of Spades', '2 of Diamonds', '9 of Diamonds', '8 of Hearts', 'Ace of Diamonds', 'Queen of Spades', '8 of Diamonds', '9 of Clubs', '7 of Clubs', '5 of Diamonds', 'Queen of Hearts']",0,17,8 of Clubs,"['3 of Clubs', 'Jack of Spades']",2,22,True
9 of Hearts,"['9 of Hearts', '5 of Clubs', 'Queen of Clubs', '8 of Spades', '2 of Diamonds', '9 of Diamonds', '8 of Hearts', 'Ace of Diamonds', 'Queen of Spades', '8 of Diamonds', '9 of Clubs', '7 of Clubs', '5 of Diamonds', 'Queen of Hearts']",22,21,8 of Clubs,"['3 of Clubs', 'Jack of Spades']",2,22,True
9 of Hearts,"['9 of Hearts', '5 of Clubs', 'Queen of Clubs', '8 of Spades', '2 of Diamonds', '9 of Diamonds', '8 of Hearts', 'Ace of Diamonds', 'Queen of Spades', '8 of Diamonds', '9 of Clubs', '7 of Clubs', '5 of Diamonds', 'Queen of Hearts', '10 of Hearts']",0,17,8 of Clubs,"['3 of Clubs', 'Jack of Spades']",2,22,True
2 of Hearts,"['2 of Hearts', 'Jack of Clubs', '3 of Hearts', '2 of Spades', 'Queen of Hearts', 'Queen of Clubs', '6 of Clubs', '7 of Clubs', '4 of Diamonds', '7 of Diamonds', '5 of Clubs']",50,22,10 of Diamonds,"['Queen of Diamonds', '6 of Hearts']",2,18,False
2 of Hearts,"['2 of Hearts', 'Jack of Clubs', '3 of Hearts', '2 of Spades', 'Queen of Hearts', 'Queen of Clubs', '6 of Clubs', '7 of Clubs', '4 of Diamonds', '7 of Diamonds', '5 of Clubs', '3 of Spades', '6 of Spades']",38,19,10 of Diamonds,"['Queen of Diamonds', '6 of Hearts']",2,18,True
2 of Hearts,"['2 of Hearts', 'Jack of Clubs', '3 of Hearts', '2 of Spades', 'Queen of Hearts', 'Queen of Clubs', '6 of Clubs', '7 of Clubs', '4 of Diamonds', '7 of Diamonds', '5 of Clubs', '3 of Spades', '6 of Spades', '7 of Spades']",0,16,10 of Diamonds,"['Queen of Diamonds', '6 of Hearts']",2,18,False
2 of Hearts,"['2 of Hearts', 'Jack of Clubs', '3 of Hearts', '2 of Spades', 'Queen of Hearts', 'Queen of Clubs', '6 of Clubs', '7 of Clubs', '4 of Diamonds', '7 of Diamonds', '5 of Clubs', '3 of Spades', '6 of Spades', '7 of Spades']",22,11,10 of Diamonds,"['Queen of Diamonds', '6 of Hearts']",2,18,False
2 of Hearts,"['2 of Hearts', 'Jack of Clubs', '3 of Hearts', '2 of Spades', 'Queen of Hearts', 'Queen of Clubs', '6 of Clubs', '7 of Clubs', '4 of Diamonds', '7 of Diamonds', '5 of Clubs', '3 of Spades', '6 of Spades', '7 of Spades']",0,12,10 of Diamonds,"['Queen of Diamonds', '6 of Hearts']",2,18,False
7 of Hearts,"['7 of Hearts', 'King of Spades', '5 of Clubs', '6 of Spades', '10 of Spades', '8 of Spades', '4 of Diamonds', 'Ace of Spades', '4 of Hearts', 'King of Hearts', '9 of Hearts']",51,22,Ace of Clubs,['King of Diamonds'],1,17,False
7 of Hearts,"['7 of Hearts', 'King of Spades', '5 of Clubs', '6 of Spades', '10 of Spades', '8 of Spades', '4 of Diamonds', 'Ace of Spades', '4 of Hearts', 'King of Hearts', '9 of Hearts', '7 of Spades']",39,17,Ace of Clubs,['King of Diamonds'],1,17,False
7 of Hearts,"['7 of Hearts', 'King of Spades', '5 of Clubs', '6 of Spades', '10 of Spades', '8 of Spades', '4 of Diamonds', 'Ace of Spades', '4 of Hearts', 'King of Hearts', '9 of Hearts', '7 of Spades', 'Ace of Diamonds']",0,12,Ace of Clubs,['King of Diamonds'],1,17,False
7 of Hearts,"['7 of Hearts', 'King of Spades', '5 of Clubs', '6 of Spades', '10 of Spades', '8 of Spades', '4 of Diamonds', 'Ace of Spades', '4 of Hearts', 'King of Hearts', '9 of Hearts', '7 of Spades', 'Ace of Diamonds']",22,5,Ace of Clubs,['King of Diamonds'],1,17,False
